Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[493]    0.0    0.00    0.00       1         std::vector<PossibleCombinations, std::allocator<PossibleCombinations> >::vector() [493]
                0.00    0.00       1/1           std::_Vector_base<PossibleCombinations, std::allocator<PossibleCombinations> >::_Vector_base() [480]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[494]    0.0    0.00    0.00       1         std::vector<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::vector() [494]
                0.00    0.00       1/1           std::_Vector_base<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::_Vector_base() [483]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[495]    0.0    0.00    0.00       1         std::vector<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::~vector() [495]
                0.00    0.00       1/5           std::_Vector_base<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::_M_get_Tp_allocator() [408]
                0.00    0.00       1/3           void std::_Destroy<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>&) [432]
                0.00    0.00       1/1           std::_Vector_base<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::~_Vector_base() [484]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[496]    0.0    0.00    0.00       1         std::vector<unsigned char, std::allocator<unsigned char> >::vector() [496]
                0.00    0.00       1/1           std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base() [486]
-----------------------------------------------
                0.00    0.00       1/1           PossibleCombinations* std::__uninitialized_copy_a<std::move_iterator<PossibleCombinations*>, PossibleCombinations*, PossibleCombinations>(std::move_iterator<PossibleCombinations*>, std::move_iterator<PossibleCombinations*>, PossibleCombinations*, std::allocator<PossibleCombinations>&) [498]
[497]    0.0    0.00    0.00       1         PossibleCombinations* std::uninitialized_copy<std::move_iterator<PossibleCombinations*>, PossibleCombinations*>(std::move_iterator<PossibleCombinations*>, std::move_iterator<PossibleCombinations*>, PossibleCombinations*) [497]
                0.00    0.00       1/1           PossibleCombinations* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<PossibleCombinations*>, PossibleCombinations*>(std::move_iterator<PossibleCombinations*>, std::move_iterator<PossibleCombinations*>, PossibleCombinations*) [487]
-----------------------------------------------
                0.00    0.00       1/1           PossibleCombinations* std::__uninitialized_move_if_noexcept_a<PossibleCombinations*, PossibleCombinations*, std::allocator<PossibleCombinations> >(PossibleCombinations*, PossibleCombinations*, PossibleCombinations*, std::allocator<PossibleCombinations>&) [499]
[498]    0.0    0.00    0.00       1         PossibleCombinations* std::__uninitialized_copy_a<std::move_iterator<PossibleCombinations*>, PossibleCombinations*, PossibleCombinations>(std::move_iterator<PossibleCombinations*>, std::move_iterator<PossibleCombinations*>, PossibleCombinations*, std::allocator<PossibleCombinations>&) [498]
                0.00    0.00       1/1           PossibleCombinations* std::uninitialized_copy<std::move_iterator<PossibleCombinations*>, PossibleCombinations*>(std::move_iterator<PossibleCombinations*>, std::move_iterator<PossibleCombinations*>, PossibleCombinations*) [497]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<PossibleCombinations, std::allocator<PossibleCombinations> >::_M_default_append(unsigned long) [23]
[499]    0.0    0.00    0.00       1         PossibleCombinations* std::__uninitialized_move_if_noexcept_a<PossibleCombinations*, PossibleCombinations*, std::allocator<PossibleCombinations> >(PossibleCombinations*, PossibleCombinations*, PossibleCombinations*, std::allocator<PossibleCombinations>&) [499]
                0.00    0.00       2/2           std::move_iterator<PossibleCombinations*> std::__make_move_if_noexcept_iterator<PossibleCombinations*, std::move_iterator<PossibleCombinations*> >(PossibleCombinations*) [464]
                0.00    0.00       1/1           PossibleCombinations* std::__uninitialized_copy_a<std::move_iterator<PossibleCombinations*>, PossibleCombinations*, PossibleCombinations>(std::move_iterator<PossibleCombinations*>, std::move_iterator<PossibleCombinations*>, PossibleCombinations*, std::allocator<PossibleCombinations>&) [498]
-----------------------------------------------
                0.00    0.00       1/1           bool std::operator!=<PossibleCombinations*>(std::move_iterator<PossibleCombinations*> const&, std::move_iterator<PossibleCombinations*> const&) [501]
[500]    0.0    0.00    0.00       1         bool std::operator==<PossibleCombinations*>(std::move_iterator<PossibleCombinations*> const&, std::move_iterator<PossibleCombinations*> const&) [500]
                0.00    0.00       2/2           std::move_iterator<PossibleCombinations*>::base() const [438]
-----------------------------------------------
                0.00    0.00       1/1           PossibleCombinations* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<PossibleCombinations*>, PossibleCombinations*>(std::move_iterator<PossibleCombinations*>, std::move_iterator<PossibleCombinations*>, PossibleCombinations*) [487]
[501]    0.0    0.00    0.00       1         bool std::operator!=<PossibleCombinations*>(std::move_iterator<PossibleCombinations*> const&, std::move_iterator<PossibleCombinations*> const&) [501]
                0.00    0.00       1/1           bool std::operator==<PossibleCombinations*>(std::move_iterator<PossibleCombinations*> const&, std::move_iterator<PossibleCombinations*> const&) [500]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.


Index by function name

 [468] _GLOBAL__sub_I__Z7alg_n_kmm (main.cpp) [258] std::_Iter_base<unsigned char*, false>::_S_base(unsigned char*) [296] std::vector<char, std::allocator<char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, unsigned long, char const&)
   [2] fun_logics_rec(MatrixB, MatrixB, Matrix<PossibleCombinations>&, bool&, unsigned long) [337] std::_Iter_base<unsigned long*, false>::_S_base(unsigned long*) [115] std::vector<char, std::allocator<char> >::_M_move_assign(std::vector<char, std::allocator<char> >&&, std::integral_constant<bool, true>)
 [469] __static_initialization_and_destruction_0(int, int) (main.cpp) [413] std::_Iter_base<std::move_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**>, true>::_S_base(std::move_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**>) [143] std::vector<char, std::allocator<char> >::_M_default_append(unsigned long)
 [264] exist(std::string const&) [103] std::_Iter_base<std::move_iterator<char*>, true>::_S_base(std::move_iterator<char*>) [84] std::vector<char, std::allocator<char> >::_M_fill_initialize(unsigned long, char const&)
  [30] PossibleCombinations::dropFirstActiveLine() [399] std::_Iter_base<std::move_iterator<unsigned char*>, true>::_S_base(std::move_iterator<unsigned char*>) [211] std::vector<char, std::allocator<char> >::end()
  [28] PossibleCombinations::keepFirstActiveLine() [66] char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<char>(char const*, char const*, char*) [212] std::vector<char, std::allocator<char> >::begin()
  [31] PossibleCombinations::load(std::string) [274] unsigned char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned char>(unsigned char const*, unsigned char const*, unsigned char*) [297] std::vector<char, std::allocator<char> >::insert(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, unsigned long, char const&)
 [121] PossibleCombinations::PossibleCombinations(PossibleCombinations const&) [443] std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >* const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >* const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**) [144] std::vector<char, std::allocator<char> >::resize(unsigned long)
  [19] PossibleCombinations::PossibleCombinations() [130] char* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<char>(char const*, char const*, char*) [298] std::vector<char, std::allocator<char> >::resize(unsigned long, char const&)
 [111] PossibleCombinations::~PossibleCombinations() [414] unsigned char* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<unsigned char>(unsigned char const*, unsigned char const*, unsigned char*) [72] std::vector<char, std::allocator<char> >::vector(std::vector<char, std::allocator<char> > const&)
   [4] PossibleCombinations::operator()(unsigned long, unsigned long) [338] void std::_Destroy_aux<false>::__destroy<PossibleCombinations*>(PossibleCombinations*, PossibleCombinations*) [14] std::vector<char, std::allocator<char> >::vector()
 [373] Matrix<PossibleCombinations>::Matrix(Matrix<PossibleCombinations> const&) [176] void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [100] std::vector<char, std::allocator<char> >::vector(std::vector<char, std::allocator<char> >&&)
  [21] Matrix<PossibleCombinations>::Matrix(unsigned long, unsigned long) [339] void std::_Destroy_aux<false>::__destroy<std::vector<unsigned char, std::allocator<unsigned char> >*>(std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >*) [85] std::vector<char, std::allocator<char> >::vector(unsigned long, char const&, std::allocator<char> const&)
 [365] Matrix<PossibleCombinations>::~Matrix() [250] void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >) [55] std::vector<char, std::allocator<char> >::~vector()
  [87] Matrix<PossibleCombinations>::operator()(unsigned long, unsigned long) [429] void std::_Destroy_aux<true>::__destroy<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**>(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**) [116] std::vector<char, std::allocator<char> >::operator=(std::vector<char, std::allocator<char> >&&)
 [366] MatrixB::set(bool)     [47] void std::_Destroy_aux<true>::__destroy<char*>(char*, char*) [251] std::vector<char, std::allocator<char> >::operator=(std::vector<char, std::allocator<char> > const&)
  [17] MatrixB::set(unsigned long, std::vector<char, std::allocator<char> >, bool) [180] void std::_Destroy_aux<true>::__destroy<unsigned char*>(unsigned char*, unsigned char*) [3] std::vector<char, std::allocator<char> >::operator[](unsigned long)
  [12] MatrixB::transpose()  [340] void std::_Destroy_aux<true>::__destroy<unsigned long*>(unsigned long*, unsigned long*) [200] void std::vector<unsigned char, std::allocator<unsigned char> >::emplace_back<unsigned char>(unsigned char&&)
 [160] MatrixB::MatrixB(MatrixB const&) [369] std::_Vector_base<PossibleCombinations, std::allocator<PossibleCombinations> >::_M_allocate(unsigned long) [299] std::vector<unsigned char, std::allocator<unsigned char> >::_M_erase_at_end(unsigned char*)
 [152] MatrixB::MatrixB(MatrixB&&) [380] std::_Vector_base<PossibleCombinations, std::allocator<PossibleCombinations> >::_Vector_impl::_Vector_impl(std::allocator<PossibleCombinations> const&) [419] void std::vector<unsigned char, std::allocator<unsigned char> >::_M_emplace_back_aux<unsigned char>(unsigned char&&)
  [15] MatrixB::MatrixB(unsigned long, unsigned long) [479] std::_Vector_base<PossibleCombinations, std::allocator<PossibleCombinations> >::_Vector_impl::_Vector_impl() [300] std::vector<unsigned char, std::allocator<unsigned char> >::clear()
 [107] MatrixB::~MatrixB()   [370] std::_Vector_base<PossibleCombinations, std::allocator<PossibleCombinations> >::_Vector_impl::~_Vector_impl() [201] std::vector<unsigned char, std::allocator<unsigned char> >::push_back(unsigned char&&)
 [113] MatrixB::operator=(MatrixB&&) [341] std::_Vector_base<PossibleCombinations, std::allocator<PossibleCombinations> >::_M_deallocate(PossibleCombinations*, unsigned long) [244] std::vector<unsigned char, std::allocator<unsigned char> >::vector(std::vector<unsigned char, std::allocator<unsigned char> >&&)
 [247] MatrixB::operator=(MatrixB const&) [381] std::_Vector_base<PossibleCombinations, std::allocator<PossibleCombinations> >::_M_create_storage(unsigned long) [301] std::vector<unsigned char, std::allocator<unsigned char> >::vector(std::vector<unsigned char, std::allocator<unsigned char> > const&)
   [5] MatrixB::operator()(unsigned long, unsigned long) [311] std::_Vector_base<PossibleCombinations, std::allocator<PossibleCombinations> >::_M_get_Tp_allocator() [496] std::vector<unsigned char, std::allocator<unsigned char> >::vector()
 [367] __gnu_cxx::new_allocator<PossibleCombinations>::deallocate(PossibleCombinations*, unsigned long) [480] std::_Vector_base<PossibleCombinations, std::allocator<PossibleCombinations> >::_Vector_base() [224] std::vector<unsigned char, std::allocator<unsigned char> >::~vector()
 [368] __gnu_cxx::new_allocator<PossibleCombinations>::allocate(unsigned long, void const*) [382] std::_Vector_base<PossibleCombinations, std::allocator<PossibleCombinations> >::_Vector_base(unsigned long, std::allocator<PossibleCombinations> const&) [351] std::vector<unsigned long, std::allocator<unsigned long> >::_M_default_initialize(unsigned long)
 [318] __gnu_cxx::new_allocator<PossibleCombinations>::new_allocator(__gnu_cxx::new_allocator<PossibleCombinations> const&) [371] std::_Vector_base<PossibleCombinations, std::allocator<PossibleCombinations> >::~_Vector_base() [352] std::vector<unsigned long, std::allocator<unsigned long> >::vector(unsigned long, std::allocator<unsigned long> const&)
 [470] __gnu_cxx::new_allocator<PossibleCombinations>::new_allocator() [444] std::_Vector_base<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::_M_allocate(unsigned long) [353] std::vector<unsigned long, std::allocator<unsigned long> >::~vector()
 [314] __gnu_cxx::new_allocator<PossibleCombinations>::~new_allocator() [481] std::_Vector_base<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::_Vector_impl::_Vector_impl() [86] std::vector<unsigned long, std::allocator<unsigned long> >::operator[](unsigned long)
 [433] __gnu_cxx::new_allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>::deallocate(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**, unsigned long) [482] std::_Vector_base<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::_Vector_impl::~_Vector_impl() [150] std::iterator<std::input_iterator_tag, std::string, long, std::string const*, std::string const&>::iterator()
 [434] __gnu_cxx::new_allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>::allocate(unsigned long, void const*) [430] std::_Vector_base<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::_M_deallocate(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**, unsigned long) [20] void std::_Construct<PossibleCombinations>(PossibleCombinations*)
 [435] _ZN9__gnu_cxx13new_allocatorIPSt6vectorIS1_IhSaIhEESaIS3_EEE9constructIS6_IS6_EEEvPT_DpOT0_ [408] std::_Vector_base<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::_M_get_Tp_allocator() [124] void std::_Construct<PossibleCombinations, PossibleCombinations const&>(PossibleCombinations*, PossibleCombinations const&)
 [471] __gnu_cxx::new_allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>::new_allocator() [483] std::_Vector_base<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::_Vector_base() [218] void std::_Construct<std::string, std::string>(std::string*, std::string&&)
 [472] __gnu_cxx::new_allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>::~new_allocator() [484] std::_Vector_base<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::~_Vector_base() [245] void std::_Construct<std::vector<unsigned char, std::allocator<unsigned char> >, std::vector<unsigned char, std::allocator<unsigned char> > >(std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >&&)
 [205] __gnu_cxx::new_allocator<std::string>::deallocate(std::string*, unsigned long) [208] std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned long) [354] __gnu_cxx::__enable_if<std::__is_scalar<unsigned long>::__value, unsigned long*>::__type std::__fill_n_a<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&)
 [206] __gnu_cxx::new_allocator<std::string>::allocate(unsigned long, void const*) [275] std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl(std::allocator<std::string> const&) [78] __gnu_cxx::__enable_if<std::__is_byte<char>::__value, char*>::__type std::__fill_n_a<unsigned long, char>(char*, unsigned long, char const&)
 [189] _ZN9__gnu_cxx13new_allocatorISsE9constructISsIRKSsEEEvPT_DpOT0_ [276] std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::~_Vector_impl() [95] PossibleCombinations* std::__addressof<PossibleCombinations>(PossibleCombinations&)
 [265] __gnu_cxx::new_allocator<std::string>::new_allocator(__gnu_cxx::new_allocator<std::string> const&) [177] std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned long) [147] std::string* std::__addressof<std::string>(std::string&)
 [266] __gnu_cxx::new_allocator<std::string>::new_allocator() [155] std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() [175] std::vector<unsigned char, std::allocator<unsigned char> >* std::__addressof<std::vector<unsigned char, std::allocator<unsigned char> > >(std::vector<unsigned char, std::allocator<unsigned char> >&)
 [226] __gnu_cxx::new_allocator<std::string>::~new_allocator() [277] std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(std::allocator<std::string> const&) [45] std::_Miter_base<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >)
 [374] __gnu_cxx::new_allocator<std::vector<unsigned char, std::allocator<unsigned char> > >::deallocate(std::vector<unsigned char, std::allocator<unsigned char> >*, unsigned long) [278] std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [233] std::_Miter_base<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >)
 [375] __gnu_cxx::new_allocator<std::vector<unsigned char, std::allocator<unsigned char> > >::allocate(unsigned long, void const*) [383] std::_Vector_base<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_M_allocate(unsigned long) [420] std::_Miter_base<std::move_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**> >::iterator_type std::__miter_base<std::move_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**> >(std::move_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**>)
 [267] void __gnu_cxx::new_allocator<std::vector<unsigned char, std::allocator<unsigned char> > >::construct<std::vector<unsigned char, std::allocator<unsigned char> >, std::vector<unsigned char, std::allocator<unsigned char> > const&>(std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> > const&) [445] std::_Vector_base<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_Vector_impl::_Vector_impl() [105] std::_Miter_base<std::move_iterator<char*> >::iterator_type std::__miter_base<std::move_iterator<char*> >(std::move_iterator<char*>)
 [436] __gnu_cxx::new_allocator<std::vector<unsigned char, std::allocator<unsigned char> > >::new_allocator() [446] std::_Vector_base<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_Vector_impl::~_Vector_impl() [403] std::_Miter_base<std::move_iterator<unsigned char*> >::iterator_type std::__miter_base<std::move_iterator<unsigned char*> >(std::move_iterator<unsigned char*>)
 [437] __gnu_cxx::new_allocator<std::vector<unsigned char, std::allocator<unsigned char> > >::~new_allocator() [342] std::_Vector_base<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_M_deallocate(std::vector<unsigned char, std::allocator<unsigned char> >*, unsigned long) [46] std::_Niter_base<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >)
  [58] __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned long) [313] std::_Vector_base<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_M_get_Tp_allocator() [234] std::_Niter_base<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >)
  [59] __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [447] std::_Vector_base<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_Vector_base() [236] std::_Niter_base<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >)
